"population","pop2024","pop2023","pop2022","pop2020","pop2010","growth","region","city","usps","state","countyFips","county","densityMi","slug","areaMi","lng","lat","type","rank"
7820,7820,7700,7581,7709,6149,0.01558,"West","Franklin","CA","California","6047","Merced County",3862,"california/franklin-merced-county",2.025,-120.532,37.3275,"CDP",549
7812,7812,7808,7867,7795,7791,0.00051,"Northwest","Yreka","CA","California","6093","Siskiyou County",783,"california/yreka",9.983,-122.632,41.724,"City",550
7746,7746,7683,7572,7493,6663,0.0082,"West","Hughson","CA","California","6099","Stanislaus County",4064,"california/hughson",1.906,-120.866,37.6021,"City",551
7739,7739,7762,7786,8420,8070,-0.00296,"Southeast","South San Gabriel","CA","California","6037","Los Angeles County",9279,"california/south-san-gabriel",0.834,-118.096,34.0478,"CDP",552
7664,7664,7751,7838,10415,8879,-0.01122,"Southeast","Oak Hills","CA","California","6071","San Bernardino County",313,"california/oak-hills",24.516,-117.403,34.3899,"CDP",553
7582,7582,7326,7069,6201,3988,0.03494,"Southeast","Highgrove","CA","California","6065","Riverside County",2357,"california/highgrove",3.217,-117.31,34.0106,"CDP",554
7564,7564,7487,7410,7423,6485,0.01028,"Northwest","Kentfield","CA","California","6041","Marin County",2499,"california/kentfield",3.027,-122.559,37.9359,"CDP",555
7533,7533,7587,7640,8093,8280,-0.00712,"Northwest","Oroville East","CA","California","6007","Butte County",349,"california/oroville-east",21.597,-121.484,39.4936,"CDP",556
7530,7530,7602,7674,8908,8537,-0.00947,"South","Earlimart","CA","California","6107","Tulare County",2594,"california/earlimart",2.903,-119.272,35.8914,"CDP",557
7511,7511,7468,7425,7620,6911,0.00576,"Northwest","Alta Sierra","CA","California","6057","Nevada County",903,"california/alta-sierra-nevada-county",8.321,-121.049,39.1262,"CDP",558
7494,7494,7434,7374,8006,6656,0.00807,"Northwest","Boyes Hot Springs","CA","California","6097","Sonoma County",7070,"california/boyes-hot-springs",1.06,-122.489,38.3126,"CDP",559
7489,7489,7588,7688,8080,8884,-0.01305,"Northwest","Larkfield-Wikiup","CA","California","6097","Sonoma County",1411,"california/larkfield-wikiup",5.308,-122.754,38.513,"CDP",560
7448,7448,7274,7054,6750,5695,0.02392,"South","Fowler","CA","California","6019","Fresno County",2785,"california/fowler",2.674,-119.675,36.6241,"City",561
7448,7448,7376,7305,6999,6447,0.00976,"Southeast","Nuevo","CA","California","6065","Riverside County",1100,"california/nuevo",6.769,-117.141,33.8011,"CDP",562
7431,7431,7573,7684,7997,8302,-0.01875,"Southeast","Westlake Village","CA","California","6037","Los Angeles County",1433,"california/westlake-village",5.187,-118.817,34.1367,"City",563
7416,7416,7331,7247,7378,6234,0.01159,"West","Ben Lomond","CA","California","6087","Santa Cruz County",886,"california/ben-lomond",8.369,-122.088,37.0782,"CDP",564
7410,7410,7466,7525,7632,7479,-0.0075,"South","Ojai","CA","California","6111","Ventura County",1701,"california/ojai",4.356,-119.247,34.4492,"City",565
7376,7376,7430,7449,7590,7286,-0.00727,"Northwest","Cotati","CA","California","6097","Sonoma County",3936,"california/cotati",1.874,-122.71,38.3285,"City",566
7360,7360,7417,7465,7586,7452,-0.00769,"Northwest","Fairfax","CA","California","6041","Marin County",3303,"california/fairfax-marin-county",2.228,-122.595,37.9885,"Town",567
7335,7335,7380,7435,7515,7474,-0.0061,"Northwest","Sebastopol","CA","California","6097","Sonoma County",3897,"california/sebastopol",1.882,-122.828,38.4,"City",568
7317,7317,7355,7410,7469,7134,-0.00517,"Northwest","Escalon","CA","California","6077","San Joaquin County",3212,"california/escalon",2.278,-121,37.7913,"City",569
7310,7310,7308,7306,6626,7282,0.00027,"Southeast","Bermuda Dunes","CA","California","6065","Riverside County",2478,"california/bermuda-dunes",2.95,-116.287,33.7435,"CDP",570
7292,7292,7310,7328,5567,7543,-0.00246,"Southeast","Garnet","CA","California","6065","Riverside County",926,"california/garnet",7.875,-116.48,33.9179,"CDP",571
7287,7287,7287,7287,7601,7286,0,"Southwest","Oceano","CA","California","6079","San Luis Obispo County",4744,"california/oceano",1.536,-120.608,35.1016,"CDP",572
7234,7234,7260,7286,7054,7596,-0.00358,"Southeast","Acton","CA","California","6037","Los Angeles County",184,"california/acton",39.259,-118.184,34.4961,"CDP",573
7230,7230,7269,7274,7385,6633,-0.00537,"Northwest","Gridley","CA","California","6007","Butte County",3464,"california/gridley",2.087,-121.697,39.3622,"City",574
7170,7170,7187,7140,7237,8230,-0.00237,"East","Mammoth Lakes","CA","California","6051","Mono County",288,"california/mammoth-lakes",24.866,-118.988,37.6244,"Town",575
7138,7138,7147,7157,6937,7272,-0.00126,"Southeast","Piñon Hills","CA","California","6071","San Bernardino County",222,"california/pinon-hills",32.115,-117.624,34.4456,"CDP",576
6943,6943,7021,7104,7254,6963,-0.01111,"Northwest","Sausalito","CA","California","6041","Marin County",3936,"california/sausalito",1.764,-122.492,37.8584,"City",577
6912,6912,6575,6238,5870,2197,0.05125,"Northwest","Camino Tassajara","CA","California","6013","Contra Costa County",5417,"california/camino-tassajara",1.276,-121.885,37.7909,"CDP",578
6900,6900,6919,7010,6975,7311,-0.00275,"Northwest","Fort Bragg","CA","California","6045","Mendocino County",2388,"california/fort-bragg",2.889,-123.802,39.4398,"City",579
6894,6894,6401,5909,6173,0,0.07702,"West","Pleasure Point","CA","California","6087","Santa Cruz County",9192,"california/pleasure-point",0.75,-121.97,36.9597,"CDP",580
6880,6880,6771,6663,5224,5363,0.0161,"Northwest","Wilton","CA","California","6067","Sacramento County",237,"california/wilton",29.002,-121.213,38.413,"CDP",581
6868,6868,6668,6468,6557,4066,0.02999,"South","Oak View","CA","California","6111","Ventura County",2016,"california/oak-view",3.406,-119.299,34.403,"CDP",582
6842,6842,6838,6833,6565,6777,0.00058,"Southeast","South Monrovia Island","CA","California","6037","Los Angeles County",12485,"california/south-monrovia-island",0.548,-117.996,34.1234,"CDP",583
6834,6834,6836,6837,6833,6854,-0.00029,"South","Mira Monte","CA","California","6111","Ventura County",1419,"california/mira-monte",4.815,-119.287,34.4311,"CDP",584
6814,6814,6802,6790,6495,6646,0.00176,"Northwest","Thermalito","CA","California","6007","Butte County",537,"california/thermalito",12.686,-121.601,39.5089,"CDP",585
6809,6809,6322,5836,5212,0,0.07703,"South","Benton Park","CA","California","6029","Kern County",9079,"california/benton-park",0.75,-119.03,35.3464,"CDP",586
6791,6791,6961,6996,7471,9277,-0.02442,"South","Taft","CA","California","6029","Kern County",445,"california/taft",15.271,-119.424,35.1267,"City",587
6761,6761,6779,6813,6832,6437,-0.00266,"Northwest","Loomis","CA","California","6061","Placer County",930,"california/loomis",7.266,-121.195,38.8094,"Town",588
6745,6745,6728,6710,6419,6498,0.00253,"Southeast","Ladera Heights","CA","California","6037","Los Angeles County",2275,"california/ladera-heights",2.965,-118.37,33.9968,"CDP",589
6736,6736,6719,6702,7945,6497,0.00253,"Southwest","Vandenberg Village","CA","California","6083","Santa Barbara County",1278,"california/vandenberg-village",5.27,-120.462,34.7117,"CDP",590
6707,6707,6823,6850,7171,6932,-0.017,"West","Atherton","CA","California","6081","San Mateo County",1337,"california/atherton",5.016,-122.201,37.4571,"Town",591
6698,6698,6591,6484,5937,5197,0.01623,"West","Hilmar-Irwin","CA","California","6047","Merced County",1706,"california/hilmar-irwin",3.927,-120.85,37.4045,"CDP",592
6687,6687,6589,6491,6448,5313,0.01487,"Southeast","Eucalyptus Hills","CA","California","6073","San Diego County",1405,"california/eucalyptus-hills",4.758,-116.945,32.8852,"CDP",593
6680,6680,6647,6614,6245,6220,0.00496,"West","Aptos","CA","California","6087","Santa Cruz County",1016,"california/aptos",6.578,-121.893,36.9911,"CDP",594
6643,6643,6632,6620,6332,6481,0.00166,"West","Castroville","CA","California","6053","Monterey County",6506,"california/castroville",1.021,-121.753,36.7648,"CDP",595
6640,6640,6696,6751,7786,7414,-0.00836,"Southeast","Joshua Tree","CA","California","6071","San Bernardino County",184,"california/joshua-tree",36.086,-116.313,34.1236,"CDP",596
6608,6608,6405,6202,5975,3763,0.03169,"Southeast","Salton City","CA","California","6025","Imperial County",308,"california/salton-city",21.437,-115.961,33.2994,"CDP",597
6595,6595,6544,6494,7389,5890,0.00779,"Southeast","Lake Mathews","CA","California","6065","Riverside County",414,"california/lake-mathews",15.927,-117.368,33.825,"CDP",598
6574,6574,6105,5635,5191,0,0.07682,"Central","Bonadelle Ranchos","CA","California","6039","Madera County",729,"california/bonadelle-ranchos",9.013,-119.893,36.9688,"CDP",599
6565,6565,6527,6451,6413,6226,0.00582,"Northwest","Colusa","CA","California","6011","Colusa County",1505,"california/colusa",4.361,-122.009,39.2,"City",600
6474,6474,6405,6337,6255,5518,0.01077,"Northwest","Durham","CA","California","6007","Butte County",79,"california/durham",81.687,-121.791,39.6294,"CDP",601
6454,6454,5993,5532,5652,0,0.07692,"Northwest","Happy Valley","CA","California","6089","Shasta County",382,"california/happy-valley",16.891,-122.418,40.4661,"CDP",602
6374,6374,6354,6334,6738,6094,0.00315,"Northwest","Lucas Valley-Marinwood","CA","California","6041","Marin County",1112,"california/lucas-valley-marinwood",5.731,-122.576,38.0405,"CDP",603
6367,6367,6377,6424,6405,6748,-0.00157,"Southwest","Huron","CA","California","6019","Fresno County",3833,"california/huron",1.661,-120.095,36.2042,"City",604
6324,6324,6369,6414,6599,6957,-0.00707,"Southeast","Desert Palms","CA","California","6065","Riverside County",2364,"california/desert-palms",2.675,-116.298,33.7791,"CDP",605
6322,6322,6108,5893,5435,3316,0.03504,"Northwest","Cottonwood","CA","California","6089","Shasta County",478,"california/cottonwood",13.225,-122.316,40.3903,"CDP",606
6292,6292,6214,6136,6027,5202,0.01255,"Northwest","Saranap","CA","California","6013","Contra Costa County",5544,"california/saranap",1.135,-122.076,37.8878,"CDP",607
6288,6288,6353,6418,6506,7198,-0.01023,"South","El Rio","CA","California","6111","Ventura County",3121,"california/el-rio",2.015,-119.157,34.2454,"CDP",608
6279,6279,6245,6212,5694,5811,0.00544,"Southeast","Lucerne Valley","CA","California","6071","San Bernardino County",59,"california/lucerne-valley",105.626,-116.902,34.4427,"CDP",609
6263,6263,6242,6221,7613,5969,0.00336,"Southeast","Homeland","CA","California","6065","Riverside County",1466,"california/homeland",4.271,-117.113,33.7459,"CDP",610
6230,6230,6317,6403,6756,7438,-0.01377,"South","Lemoore Station","CA","California","6031","Kings County",1471,"california/lemoore-station",4.234,-119.905,36.2633,"CDP",611
6216,6216,6153,6089,6310,5325,0.01024,"Northwest","Rancho Calaveras","CA","California","6009","Calaveras County",623,"california/rancho-calaveras",9.978,-120.862,38.1333,"CDP",612
6166,6166,6228,6289,6498,7027,-0.00996,"West","San Martin","CA","California","6085","Santa Clara County",532,"california/san-martin",11.6,-121.596,37.0829,"CDP",613
6122,6122,6160,6226,6273,6143,-0.00617,"Northwest","Willows","CA","California","6021","Glenn County",2159,"california/willows",2.836,-122.199,39.5148,"City",614
6086,6086,6099,6131,6138,5523,-0.00213,"West","Gustine","CA","California","6047","Merced County",3237,"california/gustine",1.88,-120.996,37.2525,"City",615
6009,6009,6188,6449,6724,7687,-0.02893,"Southeast","Calipatria","CA","California","6025","Imperial County",1613,"california/calipatria",3.726,-115.486,33.1687,"City",616
5994,5994,6006,6018,5776,6163,-0.002,"Southeast","Jamul","CA","California","6073","San Diego County",356,"california/jamul",16.833,-116.871,32.7184,"CDP",617
5936,5936,6124,6313,5541,8577,-0.0307,"Southeast","Mecca","CA","California","6065","Riverside County",858,"california/mecca",6.916,-116.065,33.5766,"CDP",618
5922,5922,5970,5993,6112,5235,-0.00804,"Southwest","Solvang","CA","California","6083","Santa Barbara County",2442,"california/solvang",2.425,-120.14,34.5938,"City",619
5898,5898,5875,5852,5948,5579,0.00391,"Northwest","Hidden Valley Lake","CA","California","6033","Lake County",601,"california/hidden-valley-lake",9.82,-122.551,38.8015,"CDP",620
5865,5865,5846,5827,5691,5601,0.00325,"West","Keyes","CA","California","6099","Stanislaus County",3740,"california/keyes",1.568,-120.911,37.5573,"CDP",621
5790,5790,5808,5825,5555,6032,-0.0031,"Southwest","Cambria","CA","California","6079","San Luis Obispo County",688,"california/cambria",8.418,-121.084,35.5521,"CDP",622
5768,5768,5748,5728,5682,5488,0.00348,"Northwest","Rancho Murieta","CA","California","6067","Sacramento County",485,"california/rancho-murieta",11.883,-121.074,38.5007,"CDP",623
5758,5758,5838,5917,6480,6871,-0.0137,"Northwest","Pollock Pines","CA","California","6017","El Dorado County",668,"california/pollock-pines",8.624,-120.591,38.7576,"CDP",624
5721,5721,5739,5757,5089,5971,-0.00314,"Southeast","Las Flores","CA","California","6059","Orange County",2272,"california/las-flores-orange-county",2.518,-117.624,33.5838,"CDP",625
5682,5682,5708,5758,5785,4958,-0.00456,"West","Dos Palos","CA","California","6047","Merced County",4212,"california/dos-palos",1.349,-120.634,36.9854,"City",626
5682,5682,5666,5651,6069,5467,0.00282,"West","El Granada","CA","California","6081","San Mateo County",1157,"california/el-granada",4.911,-122.465,37.5142,"CDP",627
5672,5672,5652,5632,5325,5393,0.00354,"Northwest","Strawberry","CA","California","6109","Tuolumne County",4265,"california/strawberry",1.33,-122.509,37.8913,"CDP",628
5669,5669,5634,5598,5291,5172,0.00621,"Southeast","Bear Valley Springs","CA","California","6029","Kern County",146,"california/bear-valley-springs",38.875,-118.67,35.1784,"CDP",629
5641,5641,5617,5585,5544,5108,0.00427,"Northwest","Williams","CA","California","6011","Colusa County",1141,"california/williams",4.946,-122.139,39.1498,"City",630
5609,5609,5664,5703,5827,5825,-0.00971,"Southeast","Villa Park","CA","California","6059","Orange County",2701,"california/villa-park",2.077,-117.811,33.818,"City",631
5587,5587,5539,5492,5305,4923,0.00867,"West","Boulder Creek","CA","California","6087","Santa Cruz County",744,"california/boulder-creek",7.512,-122.127,37.1341,"CDP",632
5562,5562,5579,5596,5771,5800,-0.00305,"Northwest","Fruitridge Pocket","CA","California","6067","Sacramento County",9395,"california/fruitridge-pocket",0.592,-121.456,38.5326,"CDP",633
5541,5541,5555,5605,5597,5961,-0.00252,"Southeast","Holtville","CA","California","6025","Imperial County",4848,"california/holtville",1.143,-115.378,32.8138,"City",634
5538,5538,5527,5516,5204,5382,0.00199,"Northwest","Palermo","CA","California","6007","Butte County",190,"california/palermo",29.162,-121.523,39.4307,"CDP",635
5527,5527,5431,5325,5141,7732,0.01768,"Northwest","Ione","CA","California","6005","Amador County",1207,"california/ione",4.58,-120.948,38.3629,"City",636
5517,5517,5524,5532,6050,5623,-0.00127,"Southeast","Silver Lakes","CA","California","6071","San Bernardino County",1054,"california/silver-lakes",5.233,-117.345,34.7478,"CDP",637
5397,5397,5418,5438,5557,5682,-0.00388,"West","West Modesto","CA","California","6099","Stanislaus County",3908,"california/west-modesto",1.381,-121.033,37.6175,"CDP",638
5366,5366,5347,5328,5269,5100,0.00355,"Southeast","El Cerrito","CA","California","6013","Contra Costa County",2062,"california/el-cerrito-riverside-county",2.602,-117.522,33.8382,"CDP",639
5365,5365,5184,5003,5405,2829,0.03492,"Central","Oakhurst","CA","California","6039","Madera County",160,"california/oakhurst",33.45,-119.626,37.3414,"CDP",640
