iter	Logloss
182	0.2621737941
183	0.2618716268
184	0.261644058
185	0.2614365328
186	0.261282332
187	0.2611463436
188	0.2609556985
189	0.260793123
190	0.2605716615
191	0.2603079363
192	0.2600752635
193	0.2598912911
194	0.2597850181
195	0.259630657
196	0.2594442501
197	0.2592154644
198	0.2590432216
199	0.2587312589
200	0.2585510085
201	0.258367383
202	0.2581489026
203	0.2579565632
204	0.2577405746
205	0.2575849432
206	0.2574048078
207	0.2571519573
208	0.2570307278
209	0.2568077802
210	0.2567000986
211	0.2564244974
212	0.2563034753
213	0.2560634681
214	0.2558630952
215	0.25568454
216	0.2555485016
217	0.2553108322
218	0.2551909023
219	0.2548494122
220	0.2545616194
221	0.2543550039
222	0.2541316009
223	0.2539081388
224	0.2537235851
225	0.2535724153
226	0.2535360577
227	0.2534143818
228	0.2533736302
229	0.2531710238
230	0.2530846041
231	0.2528835571
232	0.252711782
233	0.2525115713
234	0.2523584994
235	0.2522209768
236	0.2520156098
237	0.2518049659
238	0.2516650817
239	0.2514597002
240	0.2512757553
241	0.2511134375
242	0.251067995
243	0.25097287
244	0.2508661229
245	0.2507359157
246	0.2505875947
247	0.2503993471
248	0.2502762301
249	0.2500450119
250	0.2498026836
251	0.2496614596
252	0.2494433643
253	0.2492561151
254	0.2491198581
255	0.2489508215
256	0.2487898959
257	0.2486252763
258	0.2485066111
259	0.2483904975
260	0.2482915579
261	0.2480554082
262	0.2479602214
263	0.2478468394
264	0.2477337051
265	0.2476078597
266	0.247462348
267	0.2472756727
268	0.2471771272
269	0.2469752414
270	0.2467344203
271	0.2465400452
272	0.246370463
273	0.2462602637
274	0.2461888673
275	0.2460635139
276	0.2458597582
277	0.2457703969
278	0.2456196784
279	0.2455074754
280	0.2453716343
281	0.2451491933
282	0.2450203229
283	0.2448783416
284	0.2446784804
285	0.2445872706
286	0.244390316
287	0.2442442234
288	0.2441218404
289	0.2440293438
290	0.2438671115
291	0.2437899515
292	0.2436310473
293	0.243488472
294	0.2433647109
295	0.2432189088
296	0.2430192084
297	0.2428499768
298	0.2427455417
299	0.2426121814
300	0.2423459128
301	0.2422095857
302	0.24198493
303	0.2417794197
304	0.241591394
305	0.2414995487
306	0.2413642092
307	0.2412831267
308	0.2411021559
309	0.2408397135
310	0.2406823174
311	0.2405485637
312	0.2403627603
313	0.2401953146
314	0.2400769465
315	0.2399617097
316	0.2398232393
317	0.2396660448
318	0.2394751323
319	0.2393247115
320	0.2391894037
321	0.2390621638
322	0.2389573691
323	0.2388410373
324	0.238633209
325	0.2384622501
326	0.2383694835
327	0.2382427351
328	0.2380922974
329	0.2379613154
330	0.2377512819
331	0.2376502847
332	0.2374752305
333	0.2371975886
334	0.2371078136
335	0.237013131
336	0.2368780484
337	0.2367763285
338	0.2366621694
339	0.2365129915
340	0.2364178176
341	0.2362450418
342	0.2361337745
343	0.2359633952
344	0.2358592693
345	0.2357107347
346	0.2355928617
347	0.2355286278
348	0.2354420022
349	0.2353723151
350	0.2352365358
351	0.2351257169
352	0.2349700197
353	0.2348618522
354	0.2346942631
355	0.2346190578
356	0.234514472
357	0.2344174965
358	0.2342885422
359	0.2341832774
360	0.2340683391
361	0.2339124199
362	0.233801878
363	0.233679368
364	0.2335831276
365	0.2334109878
366	0.2332078777
367	0.2330171199
368	0.232856533
369	0.2326684345
370	0.2325696013
371	0.2324185424
372	0.2323035274
373	0.2321544972
374	0.2319983067
375	0.2318904902
376	0.2318297257
377	0.2316848918
378	0.2316072697
379	0.2315413618
380	0.2313894654
381	0.2312433579
382	0.2311264933
383	0.2309482691
384	0.2308095693
385	0.2307372669
386	0.2306412571
387	0.2304972809
388	0.2303336466
389	0.23015454
390	0.2300603589
391	0.229978523
392	0.2298630365
393	0.2297475954
394	0.2296646255
395	0.2295436084
396	0.2294555615
397	0.2293177424
398	0.2291826152
399	0.2289853424
400	0.2288521728
401	0.2287289013
402	0.2285792337
403	0.228446529
404	0.2283048954
405	0.228225955
406	0.2280674351
407	0.2279511079
408	0.2277530366
409	0.2276205096
410	0.2275215996
411	0.2273339644
412	0.2272193942
413	0.2271116806
414	0.2269676305
415	0.2267977683
416	0.2266765981
417	0.2265153469
418	0.2264125423
419	0.226321165
420	0.2262297118
421	0.2261245396
422	0.2260346856
423	0.2259574636
424	0.2258039293
425	0.225621598
426	0.2254628333
427	0.2253708976
428	0.2252609516
429	0.2251058648
430	0.2249851552
431	0.2248562635
432	0.2246959362
433	0.2245568686
434	0.2243966661
435	0.2243176258
436	0.2241795889
437	0.2240496039
438	0.2239734281
439	0.2238853503
440	0.2236926323
441	0.2235596485
442	0.2233912339
443	0.2232745424
444	0.22321213
445	0.2230757447
446	0.2229802647
447	0.2228983522
448	0.2227367183
449	0.2226024138
450	0.2224924647
451	0.222370585
452	0.2222903965
453	0.2221185409
454	0.2219745228
455	0.2218006589
456	0.2216809946
457	0.2215797249
458	0.2215242862
459	0.2213877112
460	0.2212362925
461	0.2210128714
462	0.2208765046
463	0.2207736997
464	0.2206578349
465	0.2205762778
466	0.2204479903
467	0.2203292092
468	0.2201899452
469	0.2200789136
470	0.2199623468
471	0.2198729762
472	0.2197023503
473	0.2195352518
474	0.2194475897
475	0.2193271323
476	0.219199036
477	0.2190372688
478	0.2189023628
479	0.2188008991
480	0.2186583635
481	0.2185365993
482	0.2184325757
483	0.2182969543
484	0.2181124237
485	0.2180218732
486	0.2178830203
487	0.2177820831
488	0.2176466161
489	0.2175786893
490	0.2174677766
491	0.2172903154
492	0.2172164624
493	0.2170364237
494	0.2169593445
495	0.2169145028
496	0.2168317184
497	0.2167495904
498	0.2166394456
499	0.2165263882
500	0.216420337
501	0.2163612957
502	0.2162528423
503	0.2161565442
504	0.2160437439
505	0.2159079476
506	0.2158426626
507	0.2156988511
508	0.2155515945
509	0.2154278052
510	0.2152568275
511	0.2151693867
512	0.2149991056
513	0.2149079149
514	0.2148220524
515	0.2146570835
516	0.2145922748
517	0.2143815373
518	0.2142727878
519	0.2141022616
520	0.2139509598
521	0.2138398621
522	0.2137112942
523	0.2136112186
524	0.2135117014
525	0.2134180487
526	0.213265496
527	0.2131132341
528	0.2129782691
529	0.2128965094
530	0.2127670088
531	0.2126813624
532	0.2125967952
533	0.2124503519
534	0.212301007
535	0.2121545066
536	0.2119946928
537	0.2118939793
538	0.2116883595
539	0.211561659
540	0.2114517814
541	0.2113095766
542	0.2111780354
543	0.2110868199
544	0.2110168673
545	0.2108328512
546	0.2107079933
547	0.2105740921
548	0.2104291772
549	0.2103560838
550	0.2101582769
551	0.2100593104
552	0.2099596528
553	0.2097992321
554	0.2096739768
555	0.2096041519
556	0.2094275172
557	0.2092374257
558	0.2090881135
559	0.2089590357
560	0.2088102442
561	0.2087006888
562	0.2085802211
563	0.2084335003
564	0.2083643814
565	0.2082319868
566	0.2081591726
567	0.2080825306
568	0.2079881802
569	0.207886686
570	0.2077485933
571	0.2076389451
572	0.2075168495
573	0.2074126817
574	0.207291293
575	0.2071899434
576	0.2070060733
577	0.2068781033
578	0.2068154337
579	0.2067231396
580	0.206610249
581	0.2064347073
582	0.2063552962
583	0.2061797315
584	0.2060805831
585	0.2059781933
586	0.2058832033
587	0.2058055302
588	0.2056330875
589	0.2055105379
590	0.2054285193
591	0.2052808398
592	0.205154276
593	0.2050370342
594	0.2049201462
595	0.2047734244
596	0.2046867018
597	0.204554949
598	0.2044939427
599	0.2044069175
600	0.2042706229
601	0.2041411812
602	0.2040524034
603	0.2039276693
604	0.203786051
605	0.2036208872
606	0.2035132386
607	0.2033761537
608	0.2031893237
609	0.2030488467
610	0.2029089387
611	0.2028019067
612	0.2026666032
613	0.202555366
614	0.2024726908
615	0.2023864359
616	0.202241012
617	0.2020920526
618	0.201947776
619	0.2018297525
620	0.2017644246
621	0.2016173018
622	0.201518135
623	0.201392594
624	0.2013292332
625	0.2012037521
626	0.201076145
627	0.2009408575
628	0.2008569956
629	0.2006896763
630	0.2005457942
631	0.2004214726
632	0.2002844218
633	0.2001755105
634	0.2000654209
635	0.1999336246
636	0.1997868286
637	0.1996797198
638	0.1996105391
639	0.1994325892
640	0.199326748
641	0.1991302924
642	0.1989897831
643	0.1988958697
644	0.1987362748
645	0.1986517436
646	0.1984859353
647	0.1983998662
648	0.1981842136
649	0.1981101892
650	0.198002476
651	0.1978985975
652	0.197788081
653	0.197639949
654	0.1974936804
655	0.1973606061
656	0.1972868412
657	0.1972001107
658	0.1970726214
659	0.196953161
660	0.1969057153
661	0.19678631
662	0.1965732152
663	0.1964746221
664	0.1964117745
665	0.1963461965
666	0.1961965833
667	0.1960756845
668	0.1959666147
669	0.1958773093
670	0.1957531259
671	0.1956320401
672	0.1954373398
673	0.19530103
674	0.1951424415
675	0.1950451489
676	0.1949273198
677	0.194839846
678	0.1946880689
679	0.1946153561
680	0.1945076017
681	0.1943907016
682	0.1942807041
683	0.1942028997
684	0.1940475424
685	0.1939533228
686	0.1938871125
687	0.193729702
688	0.1936684762
689	0.1934657197
690	0.1932870599
691	0.193193868
692	0.1930394885
693	0.1929009556
694	0.1928226153
695	0.1927580509
696	0.1925910165
697	0.192494416
698	0.1923809342
699	0.1922619876
700	0.1921624738
701	0.1920307595
702	0.1919070654
703	0.1917381726
704	0.1915786361
705	0.1914655761
706	0.1913660297
707	0.1912888259
708	0.1911868575
709	0.1910880154
710	0.1909518038
711	0.1908773025
712	0.1907806636
713	0.1907179553
714	0.1905816611
715	0.1904359656
716	0.1903277453
717	0.1902477555
718	0.1901721875
719	0.1900827009
720	0.189983851
721	0.1899238888
722	0.1898060346
723	0.189674992
724	0.1896182724
725	0.1895093482
726	0.1893371323
727	0.1892440139
728	0.1891453822
729	0.1890639891
730	0.1889816522
731	0.1888575526
732	0.1887298966
733	0.1885540973
734	0.1884071919
735	0.1882893009
736	0.1882030652
737	0.1880613976
738	0.1879247915
739	0.1877698354
740	0.1876122088
741	0.1875744854
742	0.1874730781
743	0.1873275973
744	0.1871563339
745	0.1870329714
746	0.1868882838
747	0.186756888
748	0.1866694998
749	0.1865810315
750	0.186484898
751	0.1864221885
752	0.1863136852
753	0.1861727869
754	0.1861156939
755	0.1860208192
756	0.1859261036
757	0.1857713768
758	0.1856740696
759	0.1855370562
760	0.1854099965
761	0.1853291139
762	0.1852524163
763	0.1851867414
764	0.1850849765
765	0.1849995445
766	0.1848795304
767	0.184723459
768	0.1845578462
769	0.1844331437
770	0.1842946641
771	0.1841701776
772	0.1840512467
773	0.1839360209
774	0.1838372059
775	0.18377157
776	0.1836981846
777	0.1836495318
778	0.1835593767
779	0.1835016856
780	0.1834446188
781	0.1832809817
782	0.1831676641
783	0.1829903979
784	0.1827639535
785	0.1826058165
786	0.1825098206
787	0.1823599133
788	0.1822445079
789	0.1820748111
790	0.1820399135
791	0.1819646116
792	0.1818957182
793	0.1817509653
794	0.1816211962
795	0.1815206778
796	0.1814222951
797	0.1812815557
798	0.1811700131
799	0.1810845709
800	0.1809734221
801	0.1808712327
802	0.1808025679
803	0.1806689098
804	0.1805764241
805	0.1804505218
806	0.180391085
807	0.1802972411
808	0.1802116594
809	0.1801445773
810	0.1800326009
811	0.1799039527
812	0.1798276819
813	0.1796948121
814	0.179596304
815	0.1795119306
816	0.1793914647
817	0.1792544127
818	0.1791502684
819	0.1790469269
820	0.178962261
821	0.1788785762
822	0.1787563966
823	0.1786248095
824	0.1785386525
825	0.1784085471
826	0.1783178084
827	0.1781725998
828	0.1780517825
829	0.1779033229
830	0.1778052795
831	0.1777518256
832	0.1776986003
833	0.1775559346
834	0.1774628448
835	0.1774156614
836	0.1773438409
837	0.1772409898
838	0.1771935697
839	0.1770681862
840	0.1769615677
841	0.1768760218
842	0.1766681943
843	0.1765335014
844	0.1763589273
845	0.1762745894
846	0.1761904448
847	0.1760535508
848	0.1759743558
849	0.1758311757
850	0.1757034827
851	0.1756240364
852	0.1755601821
853	0.175437899
854	0.1753293385
855	0.1752207324
856	0.1750960669
857	0.1750210823
858	0.1749576367
859	0.1749078804
860	0.1748308103
861	0.1747479091
862	0.1746476051
863	0.1745924221
864	0.1745221184
865	0.1743852788
866	0.1743172217
867	0.1742321551
868	0.1741269114
869	0.1740325356
870	0.1738406126
871	0.1737218444
872	0.1736343638
873	0.1735288335
874	0.173395216
875	0.1733330254
876	0.1732643518
877	0.1731638129
878	0.1730258366
879	0.172933474
880	0.1727862036
881	0.1727041462
882	0.1726168069
883	0.1724965418
884	0.1724173372
885	0.1723287502
886	0.1722495292
887	0.1721376951
888	0.1719418426
889	0.1718235357
890	0.1717272524
891	0.1716300104
892	0.1715044621
893	0.1714010117
894	0.1713517524
895	0.1712211503
896	0.1711432437
897	0.1710905486
898	0.1710111472
899	0.1708972497
900	0.1707951936
901	0.170696148
902	0.1705934608
903	0.1705120293
904	0.1704007027
905	0.1703455367
906	0.1702212544
907	0.1701765153
908	0.1700145265
909	0.1699521526
910	0.1699014736
911	0.169810578
912	0.169733309
913	0.1695782306
914	0.1695006162
915	0.169444824
916	0.1693236279
917	0.1691880306
918	0.1690657196
919	0.168924806
920	0.1687653611
921	0.1686898409
922	0.1686041424
923	0.1684602653
924	0.1683743232
925	0.1683394901
926	0.1682317772
927	0.1681592155
928	0.168109066
929	0.1680258202
930	0.1679052512
931	0.1677867283
932	0.167700584
933	0.1676383079
934	0.1675049947
935	0.1674138976
936	0.167361227
937	0.1672780636
938	0.1671671814
939	0.1670144689
940	0.1669099007
941	0.1668363509
942	0.1667240721
943	0.166679372
944	0.1665890803
945	0.166505771
946	0.1664549532
947	0.1664050676
948	0.1662307359
949	0.1661099155
950	0.1660660084
951	0.1659656883
952	0.1659071458
953	0.1657975649
954	0.165738596
955	0.165663966
956	0.1655031202
957	0.165374729
958	0.1652503613
959	0.1651248342
960	0.1650889111
961	0.1650561785
962	0.1649401729
963	0.1647604484
964	0.1646722422
965	0.1645843704
966	0.1644985812
967	0.1644215495
968	0.1643571333
969	0.1642262495
970	0.1641449671
971	0.1640867002
972	0.1639998178
973	0.1638945497
974	0.1638588614
975	0.1637618774
976	0.1636193466
977	0.1635229143
978	0.1634495531
979	0.1633343242
980	0.1631807591
981	0.1630838171
982	0.1630375909
983	0.1629669287
984	0.16288984
985	0.1627989728
986	0.1627360882
987	0.1626601669
988	0.1626378759
989	0.1625713947
990	0.1624451295
991	0.1623654488
992	0.1622365968
993	0.1621704085
994	0.1620809802
995	0.1619287246
996	0.1618251662
997	0.1617235252
998	0.1616566305
999	0.1614874808
